Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,EMPTY
14874-8663,LW,Steve,Downie,1.463461538,26,3400,FLA@ARI,ARI,FLA,,
14874-15401,D,Kevan,Miller,1.564655172,58,3400,WAS@BOS,BOS,WAS,,
14874-12438,C,Riley,Nash,1.154901961,51,3400,CAR@TB,CAR,TB,,
14874-15302,D,Nathan,Beaulieu,1.288392857,56,3300,MON@WPG,MON,WPG,IR,
14874-54527,LW,Connor,Brickley,0.9,23,3300,FLA@ARI,FLA,ARI,,
14874-8878,D,Dmitry,Kulikov,1.402678571,56,3300,FLA@ARI,FLA,ARI,,
14874-9087,LW,Nick,Spaling,0.8675,40,3300,VAN@SJ,SJ,VAN,,
14874-12847,LW,Landon,Ferraro,0.891346154,52,3300,WAS@BOS,BOS,WAS,,
14874-8990,D,Philip,Larsen,0,0,3300,VAN@SJ,VAN,SJ,,
14874-12089,LW,Colin,Greening,1.841666667,12,3300,OTT@TOR,TOR,OTT,,
14874-12646,C,Alex,Burmistrov,1.056451613,62,3300,MON@WPG,WPG,MON,,
14874-8391,D,Dennis,Seidenberg,1.179591837,49,3300,WAS@BOS,BOS,WAS,,
14874-8468,D,Dan,Hamhuis,1.1,39,3300,VAN@SJ,VAN,SJ,,
14874-8486,D,Paul,Martin,1.028333333,60,3300,VAN@SJ,SJ,VAN,,
14874-23286,D,Ryan,Murray,1.25,64,3300,CLS@PHI,CLS,PHI,,
14874-8744,LW,Nathan,Gerbe,0.72,30,3200,CAR@TB,CAR,TB,,
14874-14155,C,Mark,Arcobello,1.41,20,3200,OTT@TOR,TOR,OTT,,
14874-42860,C,Curtis,Lazar,1.1725,60,3200,OTT@TOR,OTT,TOR,,
14874-42924,D,Colin,Miller,1.730769231,39,3200,WAS@BOS,BOS,WAS,,
14874-8923,D,Taylor,Chorney,0.778125,48,3200,WAS@BOS,WAS,BOS,,
14874-9061,C,Peter,Holland,1.855172414,58,3200,OTT@TOR,TOR,OTT,,
14874-53527,LW,Marko,Dano,0.54375,16,3200,MON@WPG,WPG,MON,,
14874-39235,C,Chris,Tierney,1.126229508,61,3200,VAN@SJ,SJ,VAN,,
14874-8139,RW,Joffrey,Lupul,1.626086957,46,3200,OTT@TOR,TOR,OTT,IR,
14874-8286,D,Scott,Hannan,0,0,3200,VAN@SJ,SJ,VAN,,
14874-8288,D,John-Michael,Liles,1.177272727,66,3200,WAS@BOS,BOS,WAS,,
14874-8311,D,Marc,Methot,1.094642857,56,3200,OTT@TOR,OTT,TOR,,
14874-54951,C,Pierre-Edouard,Bellemare,0.917272727,55,3200,CLS@PHI,PHI,CLS,,
14874-54867,LW,Melker,Karlsson,1.542553191,47,3200,VAN@SJ,SJ,VAN,DTD,
14874-8531,D,Michael,Del Zotto,1.263461538,52,3200,CLS@PHI,PHI,CLS,IR,
14874-14461,RW,Linden,Vey,1.148148148,27,3200,VAN@SJ,VAN,SJ,,
14874-37881,D,Morgan,Rielly,1.646031746,63,3200,OTT@TOR,TOR,OTT,,
14874-12447,D,Erik,Gudbranson,0.965178571,56,3200,FLA@ARI,FLA,ARI,,
14874-54503,LW,Ryan,Dzingel,1.25,14,3100,OTT@TOR,OTT,TOR,,
14874-54522,D,Viktor,Loov,2.1,4,3100,OTT@TOR,TOR,OTT,,
14874-42795,C,Michael,McCarron,1.575,6,3100,MON@WPG,MON,WPG,,
14874-15246,D,Ryan,Murphy,1.135,20,3100,CAR@TB,CAR,TB,,
14874-21936,D,Dylan,Demelo,0.724242424,33,3100,VAN@SJ,SJ,VAN,,
14874-8759,C,Derek,MacKenzie,1.333333333,57,3100,FLA@ARI,FLA,ARI,IR,
14874-15259,D,Frank,Corrado,0.79,20,3100,OTT@TOR,TOR,OTT,,
14874-21935,D,Connor,Murphy,1.116666667,60,3100,FLA@ARI,ARI,FLA,,
14874-21928,C,Paul,Carey,1.25,4,3100,WAS@BOS,WAS,BOS,,
14874-62019,RW,Nikita,Soshnikov,2.3,3,3100,OTT@TOR,TOR,OTT,,
14874-8895,D,Justin,Falk,0.8525,20,3100,CLS@PHI,CLS,PHI,,
14874-8841,D,Adam,McQuaid,1.027659574,47,3100,WAS@BOS,BOS,WAS,,
14874-39356,C,Markus,Granlund,1.157142857,35,3100,VAN@SJ,VAN,SJ,,
14874-21690,D,Chris,Wideman,1.116666667,48,3100,OTT@TOR,OTT,TOR,,
14874-39243,D,Nate,Schmidt,1.339473684,57,3100,WAS@BOS,WAS,BOS,DTD,
14874-9109,RW,Ryan,White,1.330555556,54,3100,CLS@PHI,PHI,CLS,,
14874-12121,D,Cody,Goloubef,1.182142857,28,3100,CLS@PHI,CLS,PHI,,
14874-9094,D,Arturs,Kulda,0,0,3100,MON@WPG,WPG,MON,,
14874-8168,D,Tobias,Enstrom,1.134920635,63,3100,MON@WPG,WPG,MON,,
14874-8191,D,Matt,Hunwick,0.75,58,3100,OTT@TOR,TOR,OTT,,
14874-12601,D,Dalton,Prout,0.856382979,47,3100,CLS@PHI,CLS,PHI,,
14874-8218,LW,Rene,Bourque,0.864285714,42,3100,CLS@PHI,CLS,PHI,,
14874-8430,D,Nick,Schultz,0.761290323,62,3100,CLS@PHI,PHI,CLS,,
14874-11303,D,Patrick,Wiercioch,0.8,50,3100,OTT@TOR,OTT,TOR,,
14874-11369,LW,David,Dziurzynski,0.917857143,14,3100,OTT@TOR,OTT,TOR,,
14874-54193,RW,Phil,Di Giuseppe,1.609375,32,3100,CAR@TB,CAR,TB,,
14874-8567,D,Braydon,Coburn,1.08515625,64,3100,CAR@TB,TB,CAR,,
14874-15398,D,Brandon,Manning,0.991891892,37,3100,CLS@PHI,PHI,CLS,,
14874-8703,LW,Alex,Burrows,1.268852459,61,3100,VAN@SJ,VAN,SJ,,
14874-23226,RW,Tom,Wilson,1.80952381,63,3100,WAS@BOS,WAS,BOS,,
14874-43008,LW,Jordan,Martinook,1.353968254,63,3100,FLA@ARI,ARI,FLA,,
14874-8637,C,Jay,McClement,0.519672131,61,3100,CAR@TB,CAR,TB,DTD,
14874-8616,LW,Torrey,Mitchell,1.263888889,54,3100,MON@WPG,MON,WPG,,
14874-62789,C,Joonas,Kemppainen,0.477272727,44,3100,WAS@BOS,BOS,WAS,,
14874-15305,D,Morgan,Ellis,0.65,2,3000,MON@WPG,MON,WPG,,
14874-8810,LW,Michael,Grabner,1.008196721,61,3000,OTT@TOR,TOR,OTT,,
14874-62157,C,Andrew,Copp,0.563793103,58,3000,MON@WPG,WPG,MON,,
14874-49563,C,Tyler,Gaudet,0.528571429,14,3000,FLA@ARI,ARI,FLA,,
14874-42791,RW,Sven,Andrighetto,1.42,30,3000,MON@WPG,MON,WPG,,
14874-54515,LW,Brian,Ferlin,0,0,3000,WAS@BOS,BOS,WAS,,
14874-8827,D,Andrew,MacDonald,0.83,10,3000,CLS@PHI,PHI,CLS,,
14874-54517,C,Jacob,De La Rose,0.325,12,3000,MON@WPG,MON,WPG,,
14874-42772,RW,Josh,Anderson,1.01,10,3000,CLS@PHI,CLS,PHI,,
14874-42777,LW,Kerby,Rychel,1.2984375,32,3000,CLS@PHI,CLS,PHI,,
14874-10965,RW,Colin,McDonald,1.27,5,3000,CLS@PHI,PHI,CLS,,
14874-59276,C,William,Nylander,0.933333333,3,3000,OTT@TOR,TOR,OTT,,
14874-62195,D,Brett,Pesce,1.190384615,52,3000,CAR@TB,CAR,TB,,
14874-64101,D,Noah,Hanifin,1.091935484,62,3000,CAR@TB,CAR,TB,,
14874-15346,C,Adam,Lowry,0.852727273,55,3000,MON@WPG,WPG,MON,,
14874-8798,LW,John,Scott,0.968181818,11,3000,MON@WPG,MON,WPG,,
14874-8749,RW,Matt,Halischuk,0.557142857,14,3000,MON@WPG,WPG,MON,,
14874-10929,RW,Anthony,Peluso,0.925714286,35,3000,MON@WPG,WPG,MON,O,
14874-15261,RW,Alexandre,Grenier,1.6,1,3000,VAN@SJ,VAN,SJ,,
14874-21925,D,Tommy,Cross,0.333333333,3,3000,WAS@BOS,BOS,WAS,,
14874-8758,RW,Mike,Blunden,2.261111111,9,3000,CAR@TB,TB,CAR,,
14874-15257,D,Stuart,Percy,-0.533333333,3,3000,OTT@TOR,TOR,OTT,,
14874-22905,D,Fredrik,Claesson,-0.4875,8,3000,OTT@TOR,OTT,TOR,,
14874-40088,C,Corban,Knight,1.22,20,3000,FLA@ARI,FLA,ARI,,
14874-15277,C,Phillip,Danault,0.838235294,34,3000,MON@WPG,MON,WPG,,
14874-8706,D,Willie,Mitchell,0.667391304,46,3000,FLA@ARI,FLA,ARI,IR,
14874-37893,LW,Stefan,Matteau,0.252272727,22,3000,MON@WPG,MON,WPG,,
14874-42839,C,Chandler,Stephenson,-0.188888889,9,3000,WAS@BOS,WAS,BOS,,
14874-8719,RW,Brooks,Laich,0.622222222,63,3000,OTT@TOR,TOR,OTT,,
14874-8717,C,Boyd,Gordon,0.261702128,47,3000,FLA@ARI,ARI,FLA,IR,
14874-42844,D,Connor,Carrick,0.175,6,3000,OTT@TOR,TOR,OTT,,
14874-14184,D,Martin,Marincin,0.541304348,46,3000,OTT@TOR,TOR,OTT,,
14874-15289,LW,Matt,Puempel,0.693333333,15,3000,OTT@TOR,OTT,TOR,,
14874-14177,RW,Brad,Malone,0.845,40,3000,CAR@TB,CAR,TB,,
14874-14176,D,Philip,Samuelsson,0.833333333,3,3000,FLA@ARI,ARI,FLA,,
14874-8731,D,Karl,Alzner,1.33015873,63,3000,WAS@BOS,WAS,BOS,,
14874-14181,RW,Tyler,Randell,1.31,25,3000,WAS@BOS,BOS,WAS,,
14874-8938,C,Patrice,Cormier,0.2,2,3000,MON@WPG,WPG,MON,,
14874-10835,RW,Chris,Terry,0.611764706,51,3000,CAR@TB,CAR,TB,,
14874-40019,LW,Brendan,Leipsic,1.74,5,3000,OTT@TOR,TOR,OTT,,
14874-38933,D,Slater,Koekkoek,0.425,4,3000,CAR@TB,TB,CAR,,
14874-10845,D,Brent,Regner,0.257142857,7,3000,FLA@ARI,FLA,ARI,,
14874-10824,LW,Mike,Angelidis,1.6625,4,3000,CAR@TB,TB,CAR,,
14874-8877,D,Jason,Garrison,0.922222222,54,3000,CAR@TB,TB,CAR,,
14874-8868,RW,Erik,Condra,0.817073171,41,3000,CAR@TB,TB,CAR,,
14874-59261,LW,Nicholas,Paul,1.575,8,3000,OTT@TOR,OTT,TOR,,
14874-42998,LW,Taylor,Leier,0.2,6,3000,CLS@PHI,PHI,CLS,,
14874-8891,D,Mike,Weaver,0,0,3000,MON@WPG,MON,WPG,,
14874-42977,RW,Nicolas,Petan,0.378571429,14,3000,MON@WPG,WPG,MON,,
14874-42973,LW,J.C.,Lipon,0,2,3000,MON@WPG,WPG,MON,,
14874-21729,LW,Brian,Flynn,0.932727273,55,3000,MON@WPG,MON,WPG,IR,
14874-21735,D,Matt,Tennyson,0.656666667,30,3000,VAN@SJ,SJ,VAN,DTD,
14874-9076,LW,Viktor,Tikhonov,0.5125,40,3000,FLA@ARI,ARI,FLA,,
14874-11237,LW,Zac,Rinaldo,0.729807692,52,3000,WAS@BOS,BOS,WAS,O,
14874-9066,D,Luca,Sbisa,0.952777778,36,3000,VAN@SJ,VAN,SJ,,
14874-11200,RW,Bryan,Lerg,0.433333333,6,3000,VAN@SJ,SJ,VAN,,
14874-62442,LW,Markus,Hannikainen,-0.2,4,3000,CLS@PHI,CLS,PHI,,
14874-9014,RW,Jay,Beagle,1.364102564,39,3000,WAS@BOS,WAS,BOS,,
14874-68603,LW,Dryden,Hunt,0,0,3000,FLA@ARI,FLA,ARI,,
14874-68602,C,Aleksi,Saarela,0,0,3000,CAR@TB,CAR,TB,,
14874-9012,D,Mike,Weber,0.92972973,37,3000,WAS@BOS,WAS,BOS,,
14874-68604,C,Jon,Martin,0,0,3000,VAN@SJ,SJ,VAN,,
14874-39395,LW,Logan,Shaw,0.968604651,43,3000,FLA@ARI,FLA,ARI,,
14874-11175,D,Ryan,Stanton,-0.5,1,3000,WAS@BOS,WAS,BOS,,
14874-12265,D,Mark,Barberio,0.870833333,24,3000,MON@WPG,MON,WPG,,
14874-21687,D,Greg,Pateryn,0.326190476,21,3000,MON@WPG,MON,WPG,,
14874-11148,LW,Paul,Byron,1.026666667,45,3000,MON@WPG,MON,WPG,,
14874-21649,D,Zach,Trotman,1.258333333,36,3000,WAS@BOS,BOS,WAS,,
14874-12249,D,Alex,Biega,0.62,35,3000,VAN@SJ,VAN,SJ,,
14874-58912,LW,Ronalds,Kenins,0.4,6,3000,VAN@SJ,VAN,SJ,,
14874-58920,LW,Jiri,Sekac,0.816666667,30,3000,FLA@ARI,ARI,FLA,,
14874-9205,D,Jared,Cowen,0.762162162,37,3000,OTT@TOR,TOR,OTT,,
14874-9194,LW,Micheal,Haley,0.638888889,9,3000,VAN@SJ,SJ,VAN,,
14874-62277,D,Michael,Matheson,0.85,2,3000,FLA@ARI,FLA,ARI,,
14874-58890,LW,Nikolay,Goldobin,0.977777778,9,3000,VAN@SJ,SJ,VAN,,
14874-54576,C,Rocco,Grimaldi,0.514285714,14,3000,FLA@ARI,FLA,ARI,,
14874-11043,LW,John,McCarthy,0,1,3000,VAN@SJ,SJ,VAN,,
14874-53606,C,Yanni,Gourde,1.75,2,3000,CAR@TB,TB,CAR,,
14874-39240,RW,Luke,Witkowski,0.35,4,3000,CAR@TB,TB,CAR,,
14874-39239,C,Tanner,Richard,0,0,3000,CAR@TB,TB,CAR,,
14874-62254,LW,Kyle,Rau,0.683333333,6,3000,FLA@ARI,FLA,ARI,,
14874-21521,LW,Phil,Varone,1.46,5,3000,OTT@TOR,OTT,TOR,,
14874-13629,D,Taylor,Fedun,3,1,3000,VAN@SJ,VAN,SJ,,
14874-8141,LW,Mike,Brown,0.727173913,46,3000,MON@WPG,MON,WPG,,
14874-12665,RW,Craig,Cunningham,0.67,10,3000,FLA@ARI,ARI,FLA,,
14874-11399,D,Michal,Jordan,0.368,25,3000,CAR@TB,CAR,TB,,
14874-11396,C,Michael,Latta,0.953658537,41,3000,WAS@BOS,WAS,BOS,,
14874-11405,RW,Ben,Smith,0.044444444,9,3000,OTT@TOR,TOR,OTT,,
14874-12630,C,Michael,Chaput,2.483333333,3,3000,CLS@PHI,CLS,PHI,,
14874-12631,LW,Tye,McGinn,0.2,2,3000,CAR@TB,TB,CAR,,
14874-8164,LW,Chris,Thorburn,1.021428571,63,3000,MON@WPG,WPG,MON,,
14874-12625,C,Jordan,Weal,0.207692308,13,3000,CLS@PHI,PHI,CLS,IR,
14874-8309,D,Fedor,Tyutin,0.196153846,52,3000,CLS@PHI,CLS,PHI,,
14874-12609,RW,Zach,Hyman,0.533333333,3,3000,OTT@TOR,TOR,OTT,,
14874-9276,LW,Richard,Clune,0.844444444,18,3000,OTT@TOR,TOR,OTT,,
14874-8304,RW,Jared,Boll,0.35,21,3000,CLS@PHI,CLS,PHI,,
14874-12610,LW,John,McFarland,-0.066666667,3,3000,FLA@ARI,FLA,ARI,,
14874-8185,RW,Shawn,Thornton,0.825641026,39,3000,FLA@ARI,FLA,ARI,,
14874-8189,D,Mark,Stuart,0.463636364,55,3000,MON@WPG,WPG,MON,IR,
14874-54925,LW,Michael,Keranen,-1,1,3000,OTT@TOR,OTT,TOR,,
14874-39643,D,Nikita,Nesterov,1.135365854,41,3000,CAR@TB,TB,CAR,,
14874-12607,C,Quinton,Howden,1.084313725,51,3000,FLA@ARI,FLA,ARI,,
14874-9314,D,Paul,Postma,-0.3,7,3000,MON@WPG,WPG,MON,,
14874-39677,RW,Brendan,Gaunce,1.333333333,3,3000,VAN@SJ,VAN,SJ,,
14874-9315,LW,Drayson,Bowman,0,0,3000,MON@WPG,MON,WPG,,
14874-38453,D,Henrik,Samuelsson,0,0,3000,FLA@ARI,ARI,FLA,,
14874-8248,D,Tim,Gleason,0,0,3000,CAR@TB,CAR,TB,,
14874-9330,D,Yannick,Weber,0.660526316,38,3000,VAN@SJ,VAN,SJ,,
14874-61549,LW,Frank,Vatrano,1.663333333,30,3000,WAS@BOS,BOS,WAS,,
14874-11295,LW,Steven,Kampfer,0.722857143,35,3000,FLA@ARI,FLA,ARI,,
14874-66758,LW,Francis,Perron,0,0,3000,OTT@TOR,OTT,TOR,,
14874-8410,D,Jack,Johnson,1.0275,60,3000,CLS@PHI,CLS,PHI,IR,
14874-13742,D,Ben,Chiarot,0.611764706,51,3000,MON@WPG,WPG,MON,,
14874-13743,D,Mark,Borowiecki,0.611904762,63,3000,OTT@TOR,OTT,TOR,O,
14874-12765,RW,Matt,Taormina,0.4,1,3000,CAR@TB,TB,CAR,,
14874-58686,LW,Kasperi,Kapanen,0.533333333,3,3000,OTT@TOR,TOR,OTT,,
14874-12758,RW,Christian,Thomas,1.516666667,6,3000,FLA@ARI,ARI,FLA,,
14874-9389,C,Kyle,Chipchura,0.673809524,63,3000,FLA@ARI,ARI,FLA,,
14874-39463,C,Max,Friberg,-0.02,5,3000,MON@WPG,MON,WPG,,
14874-8330,D,Nicklas,Grossman,0.6875,48,3000,FLA@ARI,ARI,FLA,,
14874-66709,C,Jared,McCann,1.318867925,53,3000,VAN@SJ,VAN,SJ,,
14874-12727,D,Jarred,Tinordi,0.045,10,3000,FLA@ARI,ARI,FLA,,
14874-53854,C,Mike,Zalewski,1.95,2,3000,VAN@SJ,VAN,SJ,,
14874-12719,LW,Chris,Vande Velde,0.756349206,63,3000,CLS@PHI,PHI,CLS,,
14874-12696,RW,Stanislav,Galiev,0.884210526,19,3000,WAS@BOS,WAS,BOS,,
14874-8376,C,Gregory,Campbell,0.59140625,64,3000,CLS@PHI,CLS,PHI,,
14874-12672,C,Greg,McKegg,0.166666667,6,3000,FLA@ARI,FLA,ARI,,
14874-8517,LW,Brian,Boyle,1.144827586,58,3000,CAR@TB,TB,CAR,,
14874-43206,LW,Joel,Vermin,0.566666667,6,3000,CAR@TB,TB,CAR,,
14874-23050,D,Klas,Dahlbeck,0.661111111,54,3000,FLA@ARI,ARI,FLA,,
14874-54200,C,Ryan,Carpenter,0,1,3000,VAN@SJ,SJ,VAN,,
14874-62861,C,Noel,Acciari,1.4,2,3000,WAS@BOS,BOS,WAS,,
14874-8545,RW,Chris,Neil,1.132307692,65,3000,OTT@TOR,OTT,TOR,,
14874-8554,C,Mike,Richards,0.51,20,3000,WAS@BOS,WAS,BOS,,
14874-43167,D,Mirco,Mueller,0.095,10,3000,VAN@SJ,SJ,VAN,,
14874-43140,C,Barclay,Goodrow,0.985714286,14,3000,VAN@SJ,SJ,VAN,,
14874-12291,D,Chris,Tanev,0.910169492,59,3000,VAN@SJ,VAN,SJ,,
14874-14481,D,Alexei,Emelin,0.706363636,55,3000,MON@WPG,MON,WPG,,
14874-8511,D,Jack,Hillen,0,0,3000,CAR@TB,CAR,TB,,
14874-14486,LW,Garrett,Wilson,0.578125,16,3000,FLA@ARI,FLA,ARI,,
14874-13406,D,Brenden,Dillon,0.985087719,57,3000,VAN@SJ,SJ,VAN,,
14874-62927,C,Derek,Ryan,3.9,1,3000,CAR@TB,CAR,TB,,
14874-14477,C,Byron,Froese,0.62,50,3000,OTT@TOR,TOR,OTT,DTD,
14874-14463,D,Victor,Bartley,0.425,4,3000,MON@WPG,MON,WPG,,
14874-8650,D,Roman,Polak,1.206666667,60,3000,VAN@SJ,SJ,VAN,,
14874-15384,D,Andrey,Pedan,0.483333333,3,3000,VAN@SJ,VAN,SJ,,
14874-39714,LW,Charles,Hudon,3.2,2,3000,MON@WPG,MON,WPG,,
14874-15374,D,Scott,Harrington,0.44,15,3000,OTT@TOR,TOR,OTT,,
14874-15362,RW,Alexander,Khokhlachev,-0.08,5,3000,WAS@BOS,BOS,WAS,DTD,
14874-8603,C,Max,Talbot,0.540277778,36,3000,WAS@BOS,BOS,WAS,,
14874-8587,D,Zbynek,Michalek,0.758490566,53,3000,FLA@ARI,ARI,FLA,DTD,
14874-43011,C,Laurent,Dauphin,2.666666667,3,3000,FLA@ARI,ARI,FLA,,
14874-43009,LW,Lucas,Lessio,0.425,4,3000,MON@WPG,MON,WPG,,
14874-8580,LW,Daniel,Winnik,1.18245614,57,3000,WAS@BOS,WAS,BOS,,
14874-62785,D,Yevgeni,Medvedev,1.488372093,43,3000,CLS@PHI,PHI,CLS,,
